species,host,date_est,year,day,survp,masspm,sex,durationl,culu
recens,Alnus,13/05/2021,2021,25,0,,,,1499
recens,Alnus,13/05/2021,2021,25,0,,,,1499
recens,Alnus,13/05/2021,2021,25,0,,,,1499
recens,Alnus,13/05/2021,2021,25,0,,,,1499
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1500
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,30,0,,,,1501
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1502
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,35,0,,,,1503
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1504
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,40,0,,,,1505
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1506
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,45,0,,,,1507
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1508
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,50,0,,,,1509
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1510
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,55,0,,,,1511
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1512
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,60,0,,,,1513
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1514
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Alnus,13/05/2021,2021,65,0,,,,1515
recens,Betula,12/05/2021,2021,0,1,62.8,M,24,1516
recens,Betula,12/05/2021,2021,0,1,96.3,M,25,1516
recens,Betula,12/05/2021,2021,0,1,80.9,M,23,1516
recens,Betula,12/05/2021,2021,0,1,95.3,M,25,1516
recens,Betula,12/05/2021,2021,0,1,104.4,M,25,1516
recens,Betula,12/05/2021,2021,0,1,95.8,M,26,1516
recens,Betula,12/05/2021,2021,0,1,95.1,M,25,1516
recens,Betula,12/05/2021,2021,0,1,87.6,M,24,1516
recens,Betula,12/05/2021,2021,0,1,197.9,F,45,1516
recens,Betula,12/05/2021,2021,0,1,118.8,F,46,1516
recens,Betula,12/05/2021,2021,0,1,114.1,M,24,1517
recens,Betula,12/05/2021,2021,0,1,117.9,M,23,1517
recens,Betula,12/05/2021,2021,0,1,90.4,M,23,1517
recens,Betula,12/05/2021,2021,0,1,93.1,M,24,1517
recens,Betula,12/05/2021,2021,0,1,67.8,M,25,1517
recens,Betula,12/05/2021,2021,0,1,291.3,F,44,1517
recens,Betula,12/05/2021,2021,0,1,172.2,F,47,1517
recens,Betula,12/05/2021,2021,0,1,75.5,F,44,1517
recens,Betula,12/05/2021,2021,0,1,190,F,42,1517
recens,Betula,12/05/2021,2021,0,1,250.6,F,41,1517
recens,Betula,12/05/2021,2021,5,1,114.9,M,25,1518
recens,Betula,12/05/2021,2021,5,1,109.1,M,25,1518
recens,Betula,12/05/2021,2021,5,1,69.8,M,24,1518
recens,Betula,12/05/2021,2021,5,1,248.7,F,44,1518
recens,Betula,12/05/2021,2021,5,1,232.3,F,44,1518
recens,Betula,12/05/2021,2021,5,1,151.1,F,45,1518
recens,Betula,12/05/2021,2021,5,1,214.4,F,45,1518
recens,Betula,12/05/2021,2021,5,1,258.1,F,38,1518
recens,Betula,12/05/2021,2021,5,1,247.3,F,46,1518
recens,Betula,12/05/2021,2021,5,0,,,,1518
recens,Betula,12/05/2021,2021,5,1,134,M,24,1519
recens,Betula,12/05/2021,2021,5,1,121.7,M,26,1519
recens,Betula,12/05/2021,2021,5,1,101.2,M,25,1519
recens,Betula,12/05/2021,2021,5,1,71.2,M,24,1519
recens,Betula,12/05/2021,2021,5,1,334.4,F,41,1519
recens,Betula,12/05/2021,2021,5,1,273.3,F,47,1519
recens,Betula,12/05/2021,2021,5,1,169.8,F,44,1519
recens,Betula,12/05/2021,2021,5,1,245.4,F,45,1519
recens,Betula,12/05/2021,2021,5,1,121,F,45,1519
recens,Betula,12/05/2021,2021,5,1,282.8,F,44,1519
recens,Betula,12/05/2021,2021,10,1,98,M,26,1520
recens,Betula,12/05/2021,2021,10,1,148.3,M,25,1520
recens,Betula,12/05/2021,2021,10,1,75.1,M,23,1520
recens,Betula,12/05/2021,2021,10,1,110.6,M,25,1520
recens,Betula,12/05/2021,2021,10,1,196.5,F,40,1520
recens,Betula,12/05/2021,2021,10,1,154,F,46,1520
recens,Betula,12/05/2021,2021,10,1,206.4,F,44,1520
recens,Betula,12/05/2021,2021,10,1,257.9,F,39,1520
recens,Betula,12/05/2021,2021,10,0,,,,1520
recens,Betula,12/05/2021,2021,10,0,,,,1520
recens,Betula,12/05/2021,2021,10,1,123.9,M,25,1521
recens,Betula,12/05/2021,2021,10,1,82.9,M,26,1521
recens,Betula,12/05/2021,2021,10,1,93.7,M,24,1521
recens,Betula,12/05/2021,2021,10,1,97.9,M,25,1521
recens,Betula,12/05/2021,2021,10,1,93,M,26,1521
recens,Betula,12/05/2021,2021,10,1,66.2,M,24,1521
recens,Betula,12/05/2021,2021,10,1,108.9,M,25,1521
recens,Betula,12/05/2021,2021,10,1,147.4,F,41,1521
recens,Betula,12/05/2021,2021,10,1,199,F,44,1521
recens,Betula,12/05/2021,2021,10,1,266.2,F,46,1521
recens,Betula,12/05/2021,2021,15,1,145,M,26,1522
recens,Betula,12/05/2021,2021,15,1,128,M,27,1522
recens,Betula,12/05/2021,2021,15,1,40.8,M,27,1522
recens,Betula,12/05/2021,2021,15,1,134,M,25,1522
recens,Betula,12/05/2021,2021,15,1,134.3,F,44,1522
recens,Betula,12/05/2021,2021,15,1,343.4,F,46,1522
recens,Betula,12/05/2021,2021,15,1,228.4,F,44,1522
recens,Betula,12/05/2021,2021,15,1,236.6,F,45,1522
recens,Betula,12/05/2021,2021,15,1,296.4,F,43,1522
recens,Betula,12/05/2021,2021,15,1,102.1,F,45,1522
recens,Betula,12/05/2021,2021,15,1,88.6,M,27,1523
recens,Betula,12/05/2021,2021,15,1,140.7,M,26,1523
recens,Betula,12/05/2021,2021,15,1,94.5,M,25,1523
recens,Betula,12/05/2021,2021,15,1,125.5,M,25,1523
recens,Betula,12/05/2021,2021,15,1,198.1,M,25,1523
recens,Betula,12/05/2021,2021,15,1,219.4,F,44,1523
recens,Betula,12/05/2021,2021,15,1,197.5,F,42,1523
recens,Betula,12/05/2021,2021,15,1,100.3,F,47,1523
recens,Betula,12/05/2021,2021,15,1,241.8,F,43,1523
recens,Betula,12/05/2021,2021,15,0,,,,1523
recens,Betula,12/05/2021,2021,20,1,154.6,M,28,1524
recens,Betula,12/05/2021,2021,20,1,92,M,27,1524
recens,Betula,12/05/2021,2021,20,1,99.1,M,26,1524
recens,Betula,12/05/2021,2021,20,1,142.4,M,27,1524
recens,Betula,12/05/2021,2021,20,1,65.5,M,27,1524
recens,Betula,12/05/2021,2021,20,1,180,F,47,1524
recens,Betula,12/05/2021,2021,20,1,244.4,F,49,1524
recens,Betula,12/05/2021,2021,20,0,,,,1524
recens,Betula,12/05/2021,2021,20,0,,,,1524
recens,Betula,12/05/2021,2021,20,0,,,,1524
recens,Betula,12/05/2021,2021,20,1,110.1,M,28,1525
recens,Betula,12/05/2021,2021,20,1,85.1,M,29,1525
recens,Betula,12/05/2021,2021,20,1,107.6,M,27,1525
recens,Betula,12/05/2021,2021,20,1,99.8,M,28,1525
recens,Betula,12/05/2021,2021,20,1,75.2,M,27,1525
recens,Betula,12/05/2021,2021,20,1,265.6,F,45,1525
recens,Betula,12/05/2021,2021,20,1,252.2,F,44,1525
recens,Betula,12/05/2021,2021,20,1,235.4,F,43,1525
recens,Betula,12/05/2021,2021,20,1,148.5,F,46,1525
recens,Betula,12/05/2021,2021,20,0,,,,1525
recens,Betula,12/05/2021,2021,25,1,74,M,29,1526
recens,Betula,12/05/2021,2021,25,1,131.6,M,29,1526
recens,Betula,12/05/2021,2021,25,1,65.3,M,28,1526
recens,Betula,12/05/2021,2021,25,1,67.1,M,22,1526
recens,Betula,12/05/2021,2021,25,1,280,F,45,1526
recens,Betula,12/05/2021,2021,25,1,208.6,F,45,1526
recens,Betula,12/05/2021,2021,25,1,170.7,F,48,1526
recens,Betula,12/05/2021,2021,25,1,128.6,F,46,1526
recens,Betula,12/05/2021,2021,25,1,153.2,F,46,1526
recens,Betula,12/05/2021,2021,25,0,,,,1526
recens,Betula,12/05/2021,2021,25,1,94,M,28,1527
recens,Betula,12/05/2021,2021,25,1,115.2,M,29,1527
recens,Betula,12/05/2021,2021,25,1,135.3,M,27,1527
recens,Betula,12/05/2021,2021,25,1,104.2,M,29,1527
recens,Betula,12/05/2021,2021,25,1,123.9,M,28,1527
recens,Betula,12/05/2021,2021,25,1,201.3,F,49,1527
recens,Betula,12/05/2021,2021,25,1,247.1,F,49,1527
recens,Betula,12/05/2021,2021,25,1,150.8,F,46,1527
recens,Betula,12/05/2021,2021,25,0,,,,1527
recens,Betula,12/05/2021,2021,25,0,,,,1527
recens,Betula,12/05/2021,2021,30,1,140.5,M,30,1528
recens,Betula,12/05/2021,2021,30,1,111.1,M,29,1528
recens,Betula,12/05/2021,2021,30,1,73.9,M,29,1528
recens,Betula,12/05/2021,2021,30,1,38.9,M,30,1528
recens,Betula,12/05/2021,2021,30,1,250.1,F,44,1528
recens,Betula,12/05/2021,2021,30,1,95.3,F,50,1528
recens,Betula,12/05/2021,2021,30,0,,,,1528
recens,Betula,12/05/2021,2021,30,0,,,,1528
recens,Betula,12/05/2021,2021,30,0,,,,1528
recens,Betula,12/05/2021,2021,30,0,,,,1528
recens,Betula,12/05/2021,2021,30,1,61.3,M,30,1529
recens,Betula,12/05/2021,2021,30,1,140.4,M,29,1529
recens,Betula,12/05/2021,2021,30,1,127.7,M,31,1529
recens,Betula,12/05/2021,2021,30,1,134.5,M,30,1529
recens,Betula,12/05/2021,2021,30,1,160.6,F,49,1529
recens,Betula,12/05/2021,2021,30,1,180.5,F,49,1529
recens,Betula,12/05/2021,2021,30,1,157.2,F,38,1529
recens,Betula,12/05/2021,2021,30,1,203.9,F,48,1529
recens,Betula,12/05/2021,2021,30,0,,,,1529
recens,Betula,12/05/2021,2021,30,0,,,,1529
recens,Betula,12/05/2021,2021,35,1,134.5,M,30,1530
recens,Betula,12/05/2021,2021,35,1,70.3,M,31,1530
recens,Betula,12/05/2021,2021,35,1,84.7,M,30,1530
recens,Betula,12/05/2021,2021,35,1,102.6,M,33,1530
recens,Betula,12/05/2021,2021,35,1,110.1,M,29,1530
recens,Betula,12/05/2021,2021,35,1,112.6,F,53,1530
recens,Betula,12/05/2021,2021,35,1,108.4,F,50,1530
recens,Betula,12/05/2021,2021,35,1,176.2,F,52,1530
recens,Betula,12/05/2021,2021,35,1,303.3,F,51,1530
recens,Betula,12/05/2021,2021,35,1,167.8,F,52,1530
recens,Betula,12/05/2021,2021,35,1,133.4,M,28,1531
recens,Betula,12/05/2021,2021,35,1,67.3,M,31,1531
recens,Betula,12/05/2021,2021,35,1,112.8,M,28,1531
recens,Betula,12/05/2021,2021,35,1,59.6,M,30,1531
recens,Betula,12/05/2021,2021,35,1,93.8,M,31,1531
recens,Betula,12/05/2021,2021,35,1,149.1,F,50,1531
recens,Betula,12/05/2021,2021,35,1,199.9,F,55,1531
recens,Betula,12/05/2021,2021,35,1,212.5,F,52,1531
recens,Betula,12/05/2021,2021,35,1,221.1,F,49,1531
recens,Betula,12/05/2021,2021,35,1,108.3,F,48,1531
recens,Betula,12/05/2021,2021,40,1,179.7,M,32,1532
recens,Betula,12/05/2021,2021,40,1,101.3,M,32,1532
recens,Betula,12/05/2021,2021,40,1,73,M,31,1532
recens,Betula,12/05/2021,2021,40,1,47.1,M,34,1532
recens,Betula,12/05/2021,2021,40,1,53.9,M,31,1532
recens,Betula,12/05/2021,2021,40,1,101.6,F,59,1532
recens,Betula,12/05/2021,2021,40,1,160.2,F,57,1532
recens,Betula,12/05/2021,2021,40,0,,,,1532
recens,Betula,12/05/2021,2021,40,0,,,,1532
recens,Betula,12/05/2021,2021,40,0,,,,1532
recens,Betula,12/05/2021,2021,40,1,122.3,M,31,1533
recens,Betula,12/05/2021,2021,40,1,73.5,M,35,1533
recens,Betula,12/05/2021,2021,40,1,102.7,F,57,1533
recens,Betula,12/05/2021,2021,40,1,96.5,F,58,1533
recens,Betula,12/05/2021,2021,40,1,117.5,F,55,1533
recens,Betula,12/05/2021,2021,40,0,,,,1533
recens,Betula,12/05/2021,2021,40,0,,,,1533
recens,Betula,12/05/2021,2021,40,0,,,,1533
recens,Betula,12/05/2021,2021,40,0,,,,1533
recens,Betula,12/05/2021,2021,40,0,,,,1533
recens,Betula,12/05/2021,2021,45,1,117.4,M,40,1534
recens,Betula,12/05/2021,2021,45,1,105.5,M,39,1534
recens,Betula,12/05/2021,2021,45,1,90.4,M,38,1534
recens,Betula,12/05/2021,2021,45,1,121.3,M,38,1534
recens,Betula,12/05/2021,2021,45,1,176.4,M,38,1534
recens,Betula,12/05/2021,2021,45,1,99.5,M,37,1534
recens,Betula,12/05/2021,2021,45,1,230.7,F,61,1534
recens,Betula,12/05/2021,2021,45,1,167.9,F,63,1534
recens,Betula,12/05/2021,2021,45,1,127.3,F,63,1534
recens,Betula,12/05/2021,2021,45,0,,,,1534
recens,Betula,12/05/2021,2021,45,1,81,M,39,1535
recens,Betula,12/05/2021,2021,45,1,90.4,M,39,1535
recens,Betula,12/05/2021,2021,45,1,207,F,62,1535
recens,Betula,12/05/2021,2021,45,1,134.3,F,61,1535
recens,Betula,12/05/2021,2021,45,1,131,F,60,1535
recens,Betula,12/05/2021,2021,45,1,143,F,61,1535
recens,Betula,12/05/2021,2021,45,0,,,,1535
recens,Betula,12/05/2021,2021,45,0,,,,1535
recens,Betula,12/05/2021,2021,45,0,,,,1535
recens,Betula,12/05/2021,2021,45,0,,,,1535
recens,Betula,12/05/2021,2021,50,1,92.6,M,38,1536
recens,Betula,12/05/2021,2021,50,1,79.7,M,36,1536
recens,Betula,12/05/2021,2021,50,1,72,M,37,1536
recens,Betula,12/05/2021,2021,50,1,136.1,F,62,1536
recens,Betula,12/05/2021,2021,50,1,118.7,F,62,1536
recens,Betula,12/05/2021,2021,50,1,84.8,F,63,1536
recens,Betula,12/05/2021,2021,50,1,144.1,F,62,1536
recens,Betula,12/05/2021,2021,50,1,118.1,F,64,1536
recens,Betula,12/05/2021,2021,50,0,,,,1536
recens,Betula,12/05/2021,2021,50,0,,,,1536
recens,Betula,12/05/2021,2021,50,1,142.8,M,38,1537
recens,Betula,12/05/2021,2021,50,1,117.3,M,39,1537
recens,Betula,12/05/2021,2021,50,1,44.7,M,35,1537
recens,Betula,12/05/2021,2021,50,1,133.9,M,37,1537
recens,Betula,12/05/2021,2021,50,1,89.7,M,37,1537
recens,Betula,12/05/2021,2021,50,1,142,M,36,1537
recens,Betula,12/05/2021,2021,50,1,155.4,F,61,1537
recens,Betula,12/05/2021,2021,50,1,127.5,F,59,1537
recens,Betula,12/05/2021,2021,50,0,,,,1537
recens,Betula,12/05/2021,2021,50,0,,,,1537
recens,Betula,12/05/2021,2021,55,1,35.8,M,40,1538
recens,Betula,12/05/2021,2021,55,1,52.7,M,38,1538
recens,Betula,12/05/2021,2021,55,1,111.7,F,49,1538
recens,Betula,12/05/2021,2021,55,1,193,F,48,1538
recens,Betula,12/05/2021,2021,55,1,166.8,F,48,1538
recens,Betula,12/05/2021,2021,55,1,184.8,F,51,1538
recens,Betula,12/05/2021,2021,55,1,94.7,F,49,1538
recens,Betula,12/05/2021,2021,55,0,,,,1538
recens,Betula,12/05/2021,2021,55,0,,,,1538
recens,Betula,12/05/2021,2021,55,0,,,,1538
recens,Betula,12/05/2021,2021,55,1,76.5,M,40,1539
recens,Betula,12/05/2021,2021,55,1,80.4,M,38,1539
recens,Betula,12/05/2021,2021,55,1,98.2,M,39,1539
recens,Betula,12/05/2021,2021,55,1,136.3,F,51,1539
recens,Betula,12/05/2021,2021,55,1,149.9,F,50,1539
recens,Betula,12/05/2021,2021,55,0,,,,1539
recens,Betula,12/05/2021,2021,55,0,,,,1539
recens,Betula,12/05/2021,2021,55,0,,,,1539
recens,Betula,12/05/2021,2021,55,0,,,,1539
recens,Betula,12/05/2021,2021,55,0,,,,1539
recens,Betula,12/05/2021,2021,60,1,84.9,M,39,1540
recens,Betula,12/05/2021,2021,60,1,98.8,M,39,1540
recens,Betula,12/05/2021,2021,60,1,125.5,M,40,1540
recens,Betula,12/05/2021,2021,60,1,199.9,F,63,1540
recens,Betula,12/05/2021,2021,60,0,,,,1540
recens,Betula,12/05/2021,2021,60,0,,,,1540
recens,Betula,12/05/2021,2021,60,0,,,,1540
recens,Betula,12/05/2021,2021,60,0,,,,1540
recens,Betula,12/05/2021,2021,60,0,,,,1540
recens,Betula,12/05/2021,2021,60,0,,,,1540
recens,Betula,12/05/2021,2021,60,1,106.3,M,39,1541
recens,Betula,12/05/2021,2021,60,1,105.4,M,40,1541
recens,Betula,12/05/2021,2021,60,1,72,M,40,1541
recens,Betula,12/05/2021,2021,60,1,57.6,M,38,1541
recens,Betula,12/05/2021,2021,60,1,136.6,F,63,1541
recens,Betula,12/05/2021,2021,60,1,172.5,F,66,1541
recens,Betula,12/05/2021,2021,60,1,106.3,F,61,1541
recens,Betula,12/05/2021,2021,60,0,,,,1541
recens,Betula,12/05/2021,2021,60,0,,,,1541
recens,Betula,12/05/2021,2021,60,0,,,,1541
recens,Betula,12/05/2021,2021,65,1,101.3,M,40,1542
recens,Betula,12/05/2021,2021,65,1,85.5,M,43,1542
recens,Betula,12/05/2021,2021,65,1,181.8,F,67,1542
recens,Betula,12/05/2021,2021,65,1,182.8,F,66,1542
recens,Betula,12/05/2021,2021,65,1,113.2,F,62,1542
recens,Betula,12/05/2021,2021,65,0,,,,1542
recens,Betula,12/05/2021,2021,65,0,,,,1542
recens,Betula,12/05/2021,2021,65,0,,,,1542
recens,Betula,12/05/2021,2021,65,0,,,,1542
recens,Betula,12/05/2021,2021,65,0,,,,1542
recens,Betula,12/05/2021,2021,65,1,137,M,38,1543
recens,Betula,12/05/2021,2021,65,1,112.1,M,38,1543
recens,Betula,12/05/2021,2021,65,1,37.3,M,39,1543
recens,Betula,12/05/2021,2021,65,1,106,F,69,1543
recens,Betula,12/05/2021,2021,65,1,131.1,F,69,1543
recens,Betula,12/05/2021,2021,65,0,,,,1543
recens,Betula,12/05/2021,2021,65,0,,,,1543
recens,Betula,12/05/2021,2021,65,0,,,,1543
recens,Betula,12/05/2021,2021,65,0,,,,1543
recens,Betula,12/05/2021,2021,65,0,,,,1543
recens,Crataegus,11/05/2021,2021,0,1,84.3,M,18,1544
recens,Crataegus,11/05/2021,2021,0,1,74.8,M,18,1544
recens,Crataegus,11/05/2021,2021,0,1,48.9,M,17,1544
recens,Crataegus,11/05/2021,2021,0,1,73.9,M,17,1544
recens,Crataegus,11/05/2021,2021,0,1,131,F,35,1544
recens,Crataegus,11/05/2021,2021,0,1,221.9,F,35,1544
recens,Crataegus,11/05/2021,2021,0,0,,,,1544
recens,Crataegus,11/05/2021,2021,0,0,,,,1544
recens,Crataegus,11/05/2021,2021,0,0,,,,1544
recens,Crataegus,11/05/2021,2021,0,0,,,,1544
recens,Crataegus,11/05/2021,2021,0,1,95.2,M,18,1545
recens,Crataegus,11/05/2021,2021,0,1,50.1,M,18,1545
recens,Crataegus,11/05/2021,2021,0,1,216.4,F,31,1545
recens,Crataegus,11/05/2021,2021,0,1,120.9,F,32,1545
recens,Crataegus,11/05/2021,2021,0,1,183,F,34,1545
recens,Crataegus,11/05/2021,2021,0,1,210.5,F,31,1545
recens,Crataegus,11/05/2021,2021,0,0,,,,1545
recens,Crataegus,11/05/2021,2021,0,0,,,,1545
recens,Crataegus,11/05/2021,2021,0,0,,,,1545
recens,Crataegus,11/05/2021,2021,0,0,,,,1545
recens,Crataegus,11/05/2021,2021,5,1,42.3,M,17,1546
recens,Crataegus,11/05/2021,2021,5,1,79.6,M,20,1546
recens,Crataegus,11/05/2021,2021,5,1,75.6,M,19,1546
recens,Crataegus,11/05/2021,2021,5,1,49.1,M,17,1546
